ensg	r_cd45	F_prim	FDR_prim	lfc_EM	lfc_ES	lfc_MS	EPI	META	SCAT	range	top_site
ENSG00000041982.16	0.697240780637291	83.3847271691623	3.44261483148807e-05	1.79124549375391	7.17317738646259	-5.38193189270868	7.4292680933915	6.28467783311039	1.54607943513194	5.88318865825956	EPI
ENSG00000105880.7	0.374722014700849	50.2599304868701	0.000148219288564058	4.59379750967891	9.24503943295175	-4.65124192327284	5.68586513550152	2.30471154280745	0.0915613508958169	5.5943037846057	EPI
ENSG00000156076.10	0.36859466552691	49.3691125045077	0.000153716403604308	3.85313809044106	9.1172687517899	-5.26413066134885	5.17555134875445	2.33933768598341	0	5.17555134875445	EPI
ENSG00000119042.17	0.33922764456709	45.871173766421	0.000195362917683252	2.82890300751693	4.08026048538977	-1.25135747787284	6.7243589100943	4.40408280244951	3.15426243216058	3.57009647793372	EPI
ENSG00000140937.14	0.687797572561575	44.3952905556002	0.000195362917683252	2.46677326266873	6.30645552973473	-3.839682267066	7.2436060559502	5.49599733877572	1.98510841714506	5.25849763880514	EPI
ENSG00000226482.1	-0.661545101130704	43.7932971732294	0.000195362917683252	2.54415509515043	-4.39177208336893	6.93592717851936	1.08117406614226	0.407839659446391	4.2125242508695	3.80468459142311	SCAT
ENSG00000118785.14	0.419708489193173	43.0985279140136	0.000196959602447467	3.6749309743681	10.0807016753285	-6.40577070096042	8.02741209994871	4.68344596863482	0.847257571664342	7.18015452828437	EPI
ENSG00000211892.4	0.631828308190343	42.6521381656807	0.000206570025017026	0.175669423072397	7.97132645539352	-7.79565703232112	5.57968378689761	6.0657269021535	0.456305125626566	5.60942177652693	META
ENSG00000137745.12	0.380411965936308	39.867448431128	0.000243763464665648	4.63263507360268	9.33224714500123	-4.69961207139855	5.26855472980536	2.07069667605527	0	5.26855472980536	EPI
ENSG00000158560.14	0.678301445430094	39.7092651984444	0.000243763464665648	1.29647452642015	5.71866047904041	-4.42218595262026	4.1565828830096	3.45237714867009	0.630484899617803	3.5260979833918	EPI
ENSG00000029559.7	0.263579354136969	38.9539530870441	0.000253592400856935	4.05862904247205	10.0527417847385	-5.99411274226646	7.97406944049812	4.25861833749712	1.13689109221921	6.8371783482789	EPI
ENSG00000165966.16	0.611623095945509	36.6337782250597	0.000312617308908375	2.1344726876709	5.78626435813984	-3.65179167046895	5.63128985795943	4.06726735366815	1.32925469619824	4.30203516176119	EPI
ENSG00000124813.23	0.674804293270382	36.2872405358883	0.000326676914679267	1.65482102062487	5.82864331402746	-4.17382229340259	5.63715824361281	4.52533955358005	1.18671926175759	4.45043898185522	EPI
ENSG00000138061.12	0.514821075936611	36.1800626521776	0.000326676914679267	1.7646863426632	4.66238833649996	-2.89770199383676	7.9297624307186	6.69849647602082	3.92372215228666	4.00604027843194	EPI
ENSG00000127863.15	0.57281700507351	35.4393836587805	0.000359764429441934	2.50328392052495	6.3366252643487	-3.83334134382375	4.42526158965773	2.72096942165473	0.466205846130481	3.95905574352725	EPI
ENSG00000101049.17	-0.658200710781986	34.7254837952546	0.000393204514593524	-0.424867773256673	-6.62496563234837	6.2000978590917	0.899213807771211	1.17048539324549	5.78746569212296	4.88825188435174	SCAT
ENSG00000162551.14	0.568128083227274	34.1674531321818	0.000405565817294921	1.92839335147694	4.79468319638445	-2.86628984490751	6.57982805566593	5.30825295790036	2.49010419336491	4.08972386230102	EPI
ENSG00000272701.3	-0.670593272971785	32.6771161466492	0.00045196199412452	-0.982002385001287	-6.04894980016535	5.06694741516406	0.0534346202656526	0.346542767234125	2.70167314426678	2.64823852400113	SCAT
ENSG00000136457.10	0.116239119997871	32.6135457809529	0.00045196199412452	5.45863920987341	6.22247626720884	-0.763837057335437	6.11089927285041	2.04161295759479	1.44727624694915	4.66362302590126	EPI
ENSG00000131668.14	0.120402779228809	32.0331809990645	0.000478635729140839	6.15887844333148	6.59153427266044	-0.432655829328961	3.08021216450487	0.141544737971337	0	3.08021216450487	EPI
ENSG00000180875.5	0.356882647286353	31.9023826185594	0.000480225147635748	4.40043276148448	7.32937832557288	-2.9289455640884	3.79829700790531	1.21725407771706	0.0370928343350731	3.76120417357024	EPI
ENSG00000154654.15	0.684410607041115	31.7868971747479	0.000484077368319182	1.2780662712155	5.61544807572331	-4.33738180450781	5.31531902956776	4.55011030363867	1.28345042998806	4.0318685995797	EPI
ENSG00000197467.14	0.288145886420349	31.1054565460419	0.000515747708830832	4.05928896071301	6.55015874240178	-2.49086978168878	4.71230313921582	2.02436979018462	0.486861238607717	4.2254419006081	EPI
ENSG00000169436.17	0.164997180004956	30.690249238262	0.000549631040522848	4.89897589419922	7.53334055473194	-2.63436466053272	4.13620750500683	1.15594298084809	0.0915613508958169	4.04464615411101	EPI
ENSG00000127083.7	0.16829336864985	30.3447207446295	0.000577869887900224	4.86280327894831	5.53428212817502	-0.671478849226704	4.72043042264048	1.57818638470867	0.950222698363885	3.7702077242766	EPI
ENSG00000170558.9	0.261247268629259	30.0745243385919	0.000591285268425932	4.05066986582014	7.01874378083779	-2.96807391501765	3.6828583183436	1.10914468607551	0.0864325335451182	3.59642578479848	EPI
ENSG00000157404.15	0.531175242238199	28.9856301671305	0.000679220054588338	2.559465401408	6.56300534861967	-4.00353994721167	4.64036274248914	2.90158702489001	0.532224466553617	4.10813827593553	EPI
ENSG00000163909.8	0.523336839220402	28.9704627622576	0.000679220054588338	2.70375709396107	5.34070141339433	-2.63694431943325	4.74750001891	2.90295709066562	1.06638364964776	3.68111636926224	EPI
ENSG00000163687.14	0.649286255094705	28.1031252654435	0.000780676661657241	0.673751729182336	5.76667998363511	-5.09292825445277	5.20471379672687	5.13568100944632	1.34810920637915	3.85660459034772	EPI
ENSG00000172061.8	0.184164989665199	27.895573088393	0.000787610337583218	6.03767130352833	7.6792365072711	-1.64156520374277	4.73730681037449	1.08713344853693	0.160755905154396	4.5765509052201	EPI
ENSG00000108821.13	0.19321397726189	27.8009952257364	0.000790386186426854	3.93176700914996	5.49637049957877	-1.56460349042881	12.3300294463857	8.77070351881583	7.15409184262008	5.17593760376565	EPI
ENSG00000156103.16	0.411641517532273	27.5794057824455	0.000805606878386178	3.38675152810702	5.75096487305771	-2.36421334495069	3.78939459641446	1.8428254796058	0.440979966262896	3.34841463015156	EPI
ENSG00000188487.11	0.323858578759359	27.3572199033247	0.000827790320778178	3.8800705077323	7.70521266486725	-3.82514215713495	3.98294313579924	1.51963887279967	0	3.98294313579924	EPI
ENSG00000152592.14	0.371771457696291	27.1561466919347	0.000841185597084499	3.49058399624267	6.33912104829333	-2.84853705205066	2.78818526258162	1.04438007171652	0	2.78818526258162	EPI
ENSG00000281769.1	-0.637823016704334	26.8284259007728	0.000874988410487107	-1.64552039963587	-6.77528169314161	5.12976129350574	0.240890074909656	1.0486182341956	4.32929227309964	4.08840219818998	SCAT
ENSG00000110492.15	0.574588200006967	26.6783830998601	0.000891883357333482	1.78042341485854	5.34377363042254	-3.56335021556401	6.44256097865574	5.14018531846358	2.2122333786609	4.23032759999485	EPI
ENSG00000168743.12	0.176369944300217	26.534962273421	0.000905535794029236	5.04932505011117	7.48327938503205	-2.43395433492088	3.74827567641255	1.00885937248048	0	3.74827567641255	EPI
ENSG00000189377.9	-0.610662395987623	26.3961265099732	0.000914189938828244	-0.80450566565521	-5.83281015291709	5.02830448726188	0.148479631123896	0.37642570888052	2.72813203958762	2.57965240846373	SCAT
ENSG00000165323.15	0.485041337204235	26.1361548579765	0.000943314673996571	2.63981550025434	4.84643014067405	-2.2066146404197	6.96869015653005	4.88470877161057	2.71834040267358	4.25034975385647	EPI
ENSG00000116774.12	0.469526451418104	25.9578249226031	0.00096599343788811	1.93578630843243	3.4109088771911	-1.47512256875866	7.07087695006343	5.83554929966629	4.29945374606549	2.77142320399794	EPI
ENSG00000106031.9	0.26262200145039	25.8522434786568	0.000981426006322401	4.08456787260075	5.60061112565846	-1.51604325305771	3.4885947144742	1.19691875144002	0.332662772485296	3.15593194198891	EPI
ENSG00000144868.13	0.665640108423146	25.6785550103287	0.00100425316487795	1.08249110968167	6.26175333002093	-5.17926222033926	5.27648916779043	4.58441335030984	0.998563403525006	4.27792576426543	EPI
ENSG00000198542.14	0.449799345748739	25.3663304115172	0.00104004071777097	2.07651217034344	6.22268607371935	-4.14617390337591	5.75066113997185	3.91184681631534	1.16872851763462	4.58193262233723	EPI
ENSG00000211964.3	0.623294178072258	24.5736174742655	0.00118735157797858	0.922975950170003	6.43270690841783	-5.50973095824783	2.79156840220436	2.47060035368127	0	2.79156840220436	EPI
ENSG00000129910.8	0.236515258615103	24.5064283779018	0.00119561528574473	3.41250432329389	5.76383453304769	-2.35133020975381	3.02278771604592	1.14169122008135	0.183496032298476	2.83929168374744	EPI
ENSG00000070182.21	0.693778798797517	24.1287242591209	0.00124788905562644	-2.43369542612382	3.02335560623635	-5.45705103236017	5.67206706293498	8.32905772028268	4.14646531738458	4.1825924028981	META
ENSG00000213694.5	0.423013630389936	24.1092035088311	0.00124788905562644	2.47907681184845	5.63876180123385	-3.1596849893854	6.37908064194497	4.50632869644956	1.93473250030883	4.44434814163614	EPI
ENSG00000124743.6	-0.431836296734555	23.9975243679973	0.00125865727656181	0.274699462132938	-5.56744608671908	5.84214554885202	0.896195705485798	1.0724211993536	4.94610500189266	4.04990929640686	SCAT
ENSG00000277443.3	0.564361981136577	23.7171815313648	0.00129866714172948	1.21945846425941	3.17449336916062	-1.95503490490121	8.46018052987496	7.89251627428025	5.8423451585261	2.61783537134886	EPI
ENSG00000286322.1	-0.699325252766691	23.6671268641696	0.00130959790039964	1.51798346911199	-4.07184161398074	5.58982508309273	1.06336899020553	0.734110993609405	4.11647477812339	3.38236378451399	SCAT
ENSG00000271239.1	-0.427570318965307	23.290888481997	0.00138762443993917	1.59327379675195	-4.02138166536441	5.61465546211635	0.713153670632562	0.209337940887042	2.90193347210375	2.6925955312167	SCAT
ENSG00000104313.20	0.511680163401905	23.1245726836767	0.00142819055534397	2.5857681808717	4.46980428663796	-1.88403610576626	7.28260621460437	5.29241432756998	3.22671342748531	4.05589278711906	EPI
ENSG00000092621.12	-0.553371950211347	22.9631469394056	0.00143998522124658	0.147837445330182	-2.45494029382305	2.60277773915323	3.67980727031888	3.98194996351971	6.42877642526888	2.74896915495	SCAT
ENSG00000170374.6	0.0776413091695767	22.7942058623722	0.00147281589179817	5.26799970087951	5.29938036293624	-0.0313806620567226	3.88961460182667	0.804738615807179	0.741927728575254	3.14768687325142	EPI
ENSG00000174469.23	0.660783148812021	22.4845224100404	0.00155160585487099	1.22400815007578	7.68266517610826	-6.45865702603248	4.55841930165979	3.57369184373399	0.0717681464370116	4.48665115522278	EPI
ENSG00000206013.2	0.139751900982724	22.4243502587357	0.00156879465560554	4.35634588547952	6.52082088871274	-2.16447500323323	3.15569581831813	0.815468341053218	0.0486783999435046	3.10701741837462	EPI
ENSG00000206077.11	-0.655840649481745	22.256891297698	0.00159823325806566	0.56686513573337	-5.04810000845534	5.61496514418871	0.832126321387756	0.844980259034552	4.35573898088458	3.52361265949683	SCAT
ENSG00000136153.20	0.309515511121634	22.0873455879236	0.00164458928097057	2.5187128877167	3.69029552980098	-1.17158264208428	5.28981330781817	3.32292721203865	2.25398117281769	3.03583213500049	EPI
ENSG00000167460.17	0.551470003184854	22.0570801059225	0.00164458928097057	1.33220615092299	2.13510141851553	-0.802895267592539	9.43099151944566	8.62746891938125	7.84377239731911	1.58721912212655	EPI
ENSG00000173253.15	-0.518294902881679	22.0229012039529	0.00164458928097057	-1.93612697349289	-5.3432028346785	3.40707586118561	0.588461380221748	1.78805480926543	4.21269740911124	3.62423602888949	SCAT
ENSG00000152270.9	-0.442080996794809	22.0097720202751	0.00164458928097057	-0.986940082874499	-3.51164926385632	2.52470918098183	4.73711723509724	6.15806973859204	8.5999477421152	3.86283050701796	SCAT
ENSG00000170962.13	-0.669335583836532	21.9892949929668	0.00164730932957044	2.32857238560841	-2.14515685290827	4.47372923851668	3.59759997154742	2.22615789035798	5.98468586910748	3.7585279787495	SCAT
ENSG00000138039.15	-0.391483412679899	21.8275487634002	0.00168602126125886	0.845139056639883	-4.4330178371447	5.27815689378458	0.278853729192294	0.0647629190579584	2.11590612504307	2.05114320598511	SCAT
ENSG00000185610.6	-0.470247988765793	21.623431220491	0.0017600650993508	-0.205441021408125	-5.2360843640388	5.03064334263068	0	0	1.85147116297219	1.85147116297219	SCAT
ENSG00000086570.12	-0.55533622618574	21.6131375201574	0.0017600650993508	-0.656844249505618	-4.14209987156451	3.4852556220589	1.16510464308295	1.66534308533583	4.22213657293649	3.05703192985353	SCAT
ENSG00000163050.17	-0.485443729565764	21.5869737519777	0.00176756651532056	-0.28971091892332	-2.65384333810332	2.36413241918	4.46639065583971	5.21175867613993	7.50909297796893	3.04270232212922	SCAT
ENSG00000113140.11	-0.510974540054765	21.4250383212944	0.00181580501478661	3.1969965232856	0.529520526641657	2.66747599664395	10.2625342247863	7.48614909688088	10.2249614383086	2.77638512790538	EPI
ENSG00000162849.16	0.338628483046371	21.3454538226937	0.00184415001777565	4.01476742733277	6.46339358151328	-2.44862615418051	4.09080384941534	1.53452177875673	0.315500938263231	3.77530291115211	EPI
ENSG00000203392.3	-0.653122102982797	21.3362003133146	0.00184415001777565	1.24669910809085	-3.41548306413851	4.66218217222935	0.839976512566338	0.532029818552783	2.952469309137	2.42043949058422	SCAT
ENSG00000019549.13	0.373646001088442	21.1960629592633	0.00190068172977607	1.84126178854461	2.75841725404075	-0.917155465496138	6.69255029000987	5.38393779715303	4.55588159210532	2.13666869790455	EPI
ENSG00000170370.12	-0.363714081716146	21.1023445246114	0.00194402475194872	3.39011030419374	-1.23715092501938	4.62726122921312	2.13838840588451	0.637601434313953	2.79518376964194	2.15758233532799	SCAT
ENSG00000104332.12	-0.691608377668458	20.8760944157638	0.00202477854636729	2.00784643208325	-1.24480292223754	3.25264935432079	7.12985617795784	5.55187705423324	9.00462968251188	3.45275262827863	SCAT
ENSG00000211933.2	0.61797152560992	20.2647752207479	0.00230085286366384	-0.168970015081575	4.91402900042287	-5.08299901550445	1.87669429493173	2.29876538258478	0	2.29876538258478	META
ENSG00000184347.14	-0.638925836660486	20.2201959990173	0.00230716139114402	2.34891213067103	-0.298978699802844	2.64789083047387	6.98600073701261	5.20444316364417	7.91889967152059	2.71445650787642	SCAT
ENSG00000182492.16	0.186860550708685	20.1785067935346	0.00232840397729254	2.92724688585571	3.66865052343671	-0.741403637580996	7.92139541322972	5.58250273022369	4.68607950815378	3.23531590507595	EPI
ENSG00000150471.16	-0.449670419702759	19.9846040065871	0.00239473599593682	1.42580497669599	-5.33783974772668	6.76364472442267	0.460843621854451	0.0444405122149149	3.22767362173591	3.18323310952099	SCAT
ENSG00000113805.8	-0.438740968967408	19.9037727438442	0.0024373858533596	-1.27749247799223	-5.72068544296638	4.44319296497415	0	0.358862144964857	2.15609945143821	2.15609945143821	SCAT
