"gene","baseMean","maxabsLFC","minFDR","nB"
"ENSG00000278267",0.632101536866601,0,0.913944003745964,0
"ENSG00000268903",3.2245982699945,0,0.739472963910709,0
"ENSG00000269981",1.54472950658271,0,1,0
"ENSG00000241860",3.49100067989321,0,0.708956950051149,0
"ENSG00000279457",7.55757477956517,0,0.324252932039913,0
"ENSG00000228463",2.20990928305237,0,1,0
"ENSG00000237094",5.8015349134853,0,0.192465334162605,0
"ENSG00000230021",1.00162201517581,0,0.989324500431176,0
"ENSG00000225972",55.3749514846601,2.30117217565522,0.0444897006592187,1
"ENSG00000225630",7016.13909475391,2.18540432952779,0.0234523128712136,1
"ENSG00000237973",1137.80260512542,1.94743696643765,0.0228992847638581,1
"ENSG00000229344",51.1934116256185,0,0.197131058862198,0
"ENSG00000240409",5.90205530799561,0,0.574043791916311,0
"ENSG00000248527",43157.3572635995,0,0.271541341010922,0
"ENSG00000198744",88.690514137535,2.40558771353384,0.0171101324718651,1
"ENSG00000228327",11.5186296484653,0,0.848441632217815,0
"ENSG00000237491",7.57731572325868,0,0.214331361503803,0
"ENSG00000230092",3.09626986134425,0,0.989324500431176,0
"ENSG00000177757",2.76390271800463,0,0.967365217600521,0
"ENSG00000228794",250.425620791086,1.83641222139353,0.017384217615493,1
"ENSG00000225880",17.4274012251357,0,0.687170551767963,0
"ENSG00000230699",3.28910494141106,1.46620315516792,1.10805954151413e-06,1
"ENSG00000223764",9.28466676479679,0,0.649208006458302,0
"ENSG00000187634",44.4418344319373,0,0.255059005945258,0
"ENSG00000188976",453.906510220353,0,0.63433636098487,0
"ENSG00000187961",24.1647311740573,0,0.237517407535498,0
"ENSG00000187583",33.7796318100038,4.04315791004357,0.000115193680146236,2
"ENSG00000187642",22.2719681659161,0,0.493013569718589,0
"ENSG00000272512",54.2396649413369,0,0.711940962451711,0
"ENSG00000188290",124.538981123956,0,0.909047156569141,0
"ENSG00000187608",101.123149232701,0,0.613109067436925,0
"ENSG00000224969",3.02547598008688,0,0.77947533114257,0
"ENSG00000188157",378.314891139605,0,0.295898333371435,0
"ENSG00000217801",11.5848060567425,0,0.0958838148371714,0
"ENSG00000273443",9.18755933868976,3.87238586377171,0.0109175192766817,1
"ENSG00000131591",59.1471645832049,0,0.091745820452777,0
"ENSG00000285812",4.01081567932367,0,0.956655861719081,0
"ENSG00000205231",5.85443944552421,0,0.493302571763048,0
"ENSG00000162571",15.0480202256451,3.52124057506204,0.00447934833352489,1
"ENSG00000186891",39.2632471369998,4.82638750402141,2.32301999373559e-05,1
"ENSG00000186827",18.3027846393387,0,0.176948820131836,0
"ENSG00000078808",1031.03564627294,0,0.406022621785793,0
"ENSG00000176022",146.941160725488,0,0.97885678380402,0
"ENSG00000184163",4.85881511469657,0,0.335048456471417,0
"ENSG00000260179",7.82955574350093,3.39559424703099,0.022220430704895,1
"ENSG00000160087",398.544801350655,0,0.0892931607834284,0
"ENSG00000230415",16.9029340904777,0,0.389129342113093,0
"ENSG00000162572",30.168795387661,0,0.741310320046542,0
"ENSG00000131584",517.484831906432,0,0.514621668671277,0
"ENSG00000169972",45.8543453315819,2.38990068965985,0.00676409024319369,1
"ENSG00000127054",517.206064941716,0,0.743072609083354,0
"ENSG00000240731",10.2837643356887,0,0.354486786556877,0
"ENSG00000224051",147.981314660106,0,0.445938156182336,0
"ENSG00000169962",16.442689213337,0,0.0761048272288021,0
"ENSG00000107404",453.178882135258,0,0.208823323325943,0
"ENSG00000162576",1354.02905648488,0,0.0738848743938218,0
"ENSG00000175756",531.128661877553,0,0.410493124693553,0
"ENSG00000221978",813.314373216716,0,0.455361770734473,0
"ENSG00000224870",106.436030853286,0,0.532358961778992,0
"ENSG00000242485",329.614600975941,0,0.887724032948688,0
"ENSG00000272455",6.02970091398561,0,0.520077837398666,0
"ENSG00000235098",124.366695465818,0,0.301034175114687,0
"ENSG00000225905",0.793560635777208,0,0.982113345566342,0
"ENSG00000205116",2.08008933835702,0,0.886055363408135,0
"ENSG00000225285",6.08186140162826,0,0.497090567966823,0
"ENSG00000179403",275.421532016209,0,0.33843497234441,0
"ENSG00000215915",16.359050525901,0,0.256443783615253,0
"ENSG00000160072",141.116260957388,0,0.0531061284214906,0
"ENSG00000284740",2.177346269005,0,0.982113345566342,0
"ENSG00000197785",146.005908668597,1.51289778267465,0.0177036548248532,1
"ENSG00000205090",23.3952890167742,0,0.0974250864207736,0
"ENSG00000160075",780.053040317972,0,0.746678367435751,0
"ENSG00000215014",24.4760941948783,0,0.459895314802429,0
"ENSG00000228594",20.4140888152555,3.43352554964755,0.0154833293220665,1
"ENSG00000286989",5.56741304774329,0,0.149429134911431,0
"ENSG00000272106",25.8907066629058,0,0.839518963464935,0
"ENSG00000197530",404.716571224702,0,0.43773048504598,0
"ENSG00000189409",3.58266954990692,0,0.923588819844515,0
"ENSG00000248333",553.900981234034,0,0.393358317360463,0
"ENSG00000272004",0.594019757246293,0,0.953397926326625,0
"ENSG00000189339",304.584840847102,0,0.582995912966138,0
"ENSG00000269737",9.36892387310287,0,0.881461309648671,0
"ENSG00000008128",35.3104334336678,0,0.0987358023846176,0
"ENSG00000268575",28.5572720039602,0,0.941254832986327,0
"ENSG00000227775",3.95748198958721,0,0.811355426066489,0
"ENSG00000215790",59.5444373798603,0,0.866317543503907,0
"ENSG00000008130",882.71871034686,0,0.458227241089314,0
"ENSG00000078369",4130.13376463248,0,0.615634020392361,0
"ENSG00000231050",6.74802894793277,0,0.0819024991607382,0
"ENSG00000169885",2.53158315035227,0,0.954490104894859,0
"ENSG00000178821",7.40851601944753,0,0.49635924352851,0
"ENSG00000142609",1.87899776927607,0,0.853372753177626,0
"ENSG00000187730",1.27818946417961,0,1,0
"ENSG00000067606",20.4140126626694,3.07221358426887,0.0260406301591568,1
"ENSG00000271806",1.31255175121991,0,0.949603371636457,0
"ENSG00000182873",3.60400072564521,0,1,0
"ENSG00000162585",237.117288698833,0,0.744507650201922,0
"ENSG00000234396",0.798288071343394,0,0.914165108070866,0
"ENSG00000157933",2638.90149531452,0,0.814575232185687,0
"ENSG00000287356",42.7523931231633,0,0.493886445224271,0
"ENSG00000116151",78.9207438114609,0,0.598677280295921,0
"ENSG00000272161",2.69956591191774,0,0.942039029923994,0
"ENSG00000269896",7.04236392967375,0,0.873641820640305,0
"ENSG00000157916",336.591985750953,0,0.552742946584705,0
"ENSG00000157911",128.912257026091,1.8985253938853,0.0154295834164137,1
"ENSG00000149527",50.5228388194345,2.53733853095945,0.00518856884200499,1
"ENSG00000224387",1.0681786236704,0,0.936224481675958,0
"ENSG00000157881",167.596454185814,0,0.0648967305858238,0
"ENSG00000197921",3.16126933569687,0,0.983974969541182,0
"ENSG00000272449",41.3967404456209,3.09656456197471,0.000225149601599323,1
"ENSG00000238164",51.2459724133344,3.96074742122549,0.000136349251494597,2
"ENSG00000157873",418.682492500466,1.81353767555598,0.0191554928204343,1
"ENSG00000225931",28.1379630230392,0,0.0779296213345283,0
"ENSG00000228037",2.45549352277293,0,0.955979015197973,0
"ENSG00000157870",135.808607981923,0,0.0572425693050163,0
"ENSG00000142606",7.29765803081508,0,0.365604585363107,0
"ENSG00000215912",8.95963855907268,0,0.832342719114183,0
"ENSG00000177133",20.3594511491002,0,0.182284197130539,0
"ENSG00000142611",110.10407053965,0,0.162447042590757,0
"ENSG00000279839",0.721479441015999,0,0.912549880748413,0
"ENSG00000272235",1.89209452193544,0,0.793866059976767,0
"ENSG00000287828",0.982827172949485,0,0.908839631129059,0
"ENSG00000286518",2.8272804022852,0,1,0
"ENSG00000130762",25.8934449709715,2.96193318793214,0.0231702578057354,2
"ENSG00000162591",143.430914431508,0,0.163082454710569,0
"ENSG00000238260",6.69568444281347,0,0.0611971433261604,0
"ENSG00000158109",248.997214457585,0,0.705115954574574,0
"ENSG00000116213",88.3886197464654,0,0.315951203522187,0
"ENSG00000078900",10.861819222573,3.43473340962995,0.0188646540862213,1
"ENSG00000227589",1.18788772917063,0,1,0
"ENSG00000227372",267.858884388184,0,0.331366200911342,0
"ENSG00000162592",1.47355381517564,0,0.987617123197621,0
"ENSG00000235169",108.741739492272,4.68726661853528,3.38477282067232e-06,2
"ENSG00000130764",426.438561784003,0,0.697725585635357,0
"ENSG00000266075",1.82878761415887,0,1,0
"ENSG00000272153",2.83065518405008,0,0.97350211451049,0
"ENSG00000116198",441.593953533827,0,0.704623537490042,0
"ENSG00000169598",34.1898843894927,0,0.676484434226077,0
"ENSG00000198912",120.486001959065,0,0.689975565447817,0
"ENSG00000236423",4.43023861731183,0,0.674377036619118,0
"ENSG00000196581",4.51642814256047,0,0.860865991242735,0
"ENSG00000287586",3.09810345614437,0,0.788717963828131,0
"ENSG00000131697",160.45640019567,0,0.0653652076496357,0
"ENSG00000069424",409.155461658196,3.55474162370112,1.23664124658238e-06,2
"ENSG00000116254",8.10604470578777,0,0.854461239706431,0
"ENSG00000116251",221.081313970742,0,0.466106157036601,0
"ENSG00000226944",1.24933725213565,0,0.719513964611369,0
"ENSG00000158286",50.2141691043484,0,0.464548982266776,0
"ENSG00000116237",378.2533862489,0,0.233767121735263,0
"ENSG00000225077",1.43611469980991,0,0.991819816500527,0
"ENSG00000158292",166.615099670692,0,0.34347327090761,0
"ENSG00000097021",79.1976439654492,0,0.635724277046857,0
"ENSG00000069812",2.98486745603657,0,0.73945489119062,0
"ENSG00000187017",287.684709002198,4.01232966483501,0.00320547686696442,1
"ENSG00000215788",128.38288243443,0,0.671937723002645,0
"ENSG00000171680",574.565148011053,0,0.304338639903862,0
"ENSG00000162408",342.259983052097,0,0.846916943572518,0
"ENSG00000229519",1.48280454452936,0,0.946680245401661,0
"ENSG00000173662",22.6303946126421,0,0.68194567061701,0
"ENSG00000204859",156.322353779806,0,0.499478563878134,0
"ENSG00000162413",964.555875766322,0,0.480870055580327,0
"ENSG00000116273",224.869808750191,0,0.612999163330327,0
"ENSG00000041988",125.185556516487,0,0.3514929313897,0
"ENSG00000007923",447.751078794802,0,0.426384906467137,0
"ENSG00000237436",11.9617698771819,0,0.857151222860136,0
"ENSG00000171735",258.905024357459,0,0.757962784402084,0
"ENSG00000227950",0.834263890784944,0,0.988114754177952,0
"ENSG00000237728",1.83407642021481,0,0.977534888831816,0
"ENSG00000049245",743.996393882568,0,0.707722870176946,0
"ENSG00000269925",1.73038692298702,1.20605351030361,0.000849311354234199,2
"ENSG00000049246",1563.26325420395,1.91563267057701,0.0154546464625318,1
"ENSG00000236266",11.6232671146827,0,0.341254638773306,0
"ENSG00000049247",0.796992153298925,0,0.964375557104575,0
"ENSG00000049249",34.9775056994266,4.15462447911601,0.000317537219614227,2
"ENSG00000116288",529.514013613613,0,0.191346403831991,0
"ENSG00000200344",0.470929308996103,0,0.958832140118111,0
"ENSG00000284747",44.9498594962848,0,0.761030513866773,0
"ENSG00000284716",14.2333996857234,0,0.368784458973078,0
"ENSG00000116285",1235.32019468638,0,0.642869278430119,0
"ENSG00000238290",25.862043941473,0,0.721578898152921,0
"ENSG00000227634",0.672123197826143,0,0.994493340096511,0
"ENSG00000200975",1.77754355004739,0,0.884378354168709,0
"ENSG00000162426",16.9124482682674,0,0.369932915713717,0
"ENSG00000142599",2493.4442158976,0,0.120034297637551,0
"ENSG00000232912",8.81923247376715,0,0.416990074167035,0
"ENSG00000221083",3.05063130911218,0,0.518729710229022,0
"ENSG00000270282",4.06374952143149,0,0.762048174378375,0
"ENSG00000234619",11.9817049167963,0,0.316731226686135,0
"ENSG00000224315",4.48512317185213,0,0.883784348271819,0
"ENSG00000226545",0.791345004060637,0,0.952290000667128,0
"ENSG00000228423",10.5759702999222,3.8533144535071,0.045409177016347,1
"ENSG00000074800",2072.25664643965,0,0.958129546426379,0
"ENSG00000230679",1.11505243646509,0,1,0
"ENSG00000265141",8.41499805614397,0,0.830069392323821,0
"ENSG00000142583",167.853535923646,2.53339772832836,0.00877011095511428,1
"ENSG00000180758",61.0417911609836,0,0.195312539230502,0
"ENSG00000228526",18.5385370851334,0,0.84499218691983,0
"ENSG00000234546",3.42583111526757,0,0.404217723047087,0
"ENSG00000049239",1213.7572441876,0,0.137927509522828,0
"ENSG00000171621",269.908062034696,0,0.25562179494409,0
"ENSG00000284652",1.53026394460213,0,0.804022071956512,0
"ENSG00000284693",8.28016863977445,0,0.466115801986025,0
"ENSG00000171612",78.7324184396045,0,0.954566095809309,0
"ENSG00000231181",2.0784022528561,0,0.939483187378427,0
"ENSG00000188807",97.7945919444778,0,0.4961926077632,0
