ensg_b,symbol,name
ENSG00000101997,CCDC22,CCC complex scaffolding subunit CCDC22
ENSG00000102003,SYP,synaptophysin
ENSG00000102007,PLP2,proteolipid protein 2
ENSG00000102010,BMX,BMX non-receptor tyrosine kinase
ENSG00000102024,PLS3,plastin 3
ENSG00000102030,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit"
ENSG00000102032,RENBP,renin binding protein
ENSG00000102034,ELF4,E74 like ETS transcription factor 4
ENSG00000102038,SMARCA1,SNF2 related chromatin remodeling ATPase 1
ENSG00000102043,MTMR8,myotubularin related protein 8
ENSG00000102048,ASB9,ankyrin repeat and SOCS box containing 9
ENSG00000102053,ZC3H12B,zinc finger CCCH-type containing 12B
ENSG00000102054,RBBP7,"RB binding protein 7, chromatin remodeling factor"
ENSG00000102057,KCND1,potassium voltage-gated channel subfamily D member 1
ENSG00000102078,SLC25A14,solute carrier family 25 member 14
ENSG00000102081,FMR1,fragile X messenger ribonucleoprotein 1
ENSG00000102096,PIM2,"Pim-2 proto-oncogene, serine/threonine kinase"
ENSG00000102098,SCML2,Scm polycomb group protein like 2
ENSG00000102100,SLC35A2,solute carrier family 35 member A2
ENSG00000102103,PQBP1,polyglutamine binding protein 1
ENSG00000102119,EMD,emerin
ENSG00000102125,TAFAZZIN,"tafazzin, phospholipid-lysophospholipid transacylase"
ENSG00000102144,PGK1,phosphoglycerate kinase 1
ENSG00000102145,GATA1,GATA binding protein 1
ENSG00000102158,MAGT1,magnesium transporter 1
ENSG00000102172,SMS,spermine synthase
ENSG00000102174,PHEX,phosphate regulating endopeptidase X-linked
ENSG00000102178,UBL4A,ubiquitin like 4A
ENSG00000102181,CD99L2,CD99 molecule like 2
ENSG00000102189,EEA1,early endosome antigen 1
ENSG00000102218,RP2,RP2 activator of ARL3 GTPase
ENSG00000102221,JADE3,jade family PHD finger 3
ENSG00000102225,CDK16,cyclin dependent kinase 16
ENSG00000102226,USP11,ubiquitin specific peptidase 11
ENSG00000102230,PCYT1B,"phosphate cytidylyltransferase 1B, choline"
ENSG00000102241,HTATSF1,HIV-1 Tat specific factor 1
ENSG00000102265,TIMP1,TIMP metallopeptidase inhibitor 1
ENSG00000102271,KLHL4,kelch like family member 4
ENSG00000102287,GABRE,gamma-aminobutyric acid type A receptor subunit epsilon
ENSG00000102302,FGD1,"FYVE, RhoGEF and PH domain containing 1"
ENSG00000102309,PIN4,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4"
ENSG00000102312,PORCN,porcupine O-acyltransferase
ENSG00000102316,MAGED2,MAGE family member D2
ENSG00000102317,RBM3,RNA binding motif protein 3
ENSG00000102349,KLF8,KLF transcription factor 8
ENSG00000102359,SRPX2,sushi repeat containing protein X-linked 2
ENSG00000102362,SYTL4,synaptotagmin like 4
ENSG00000102383,ZDHHC15,zDHHC palmitoyltransferase 15
ENSG00000102384,CENPI,centromere protein I
ENSG00000102385,DRP2,dystrophin related protein 2
ENSG00000102387,TAF7L,TATA-box binding protein associated factor 7 like
ENSG00000102390,PBDC1,polysaccharide biosynthesis domain containing 1
ENSG00000102393,GLA,galactosidase alpha
ENSG00000102401,ARMCX3,armadillo repeat containing X-linked 3
ENSG00000102409,BEX4,brain expressed X-linked 4
ENSG00000102445,RUBCNL,rubicon like autophagy enhancer
ENSG00000102452,NALCN,"sodium leak channel, non-selective"
ENSG00000102466,FGF14,fibroblast growth factor 14
ENSG00000102468,HTR2A,5-hydroxytryptamine receptor 2A
ENSG00000102471,NDFIP2,Nedd4 family interacting protein 2
ENSG00000102524,TNFSF13B,TNF superfamily member 13b
ENSG00000102531,FNDC3A,fibronectin type III domain containing 3A
ENSG00000102543,CDADC1,cytidine and dCMP deaminase domain containing 1
ENSG00000102547,CAB39L,calcium binding protein 39 like
ENSG00000102554,KLF5,KLF transcription factor 5
ENSG00000102572,STK24,serine/threonine kinase 24
ENSG00000102575,ACP5,"acid phosphatase 5, tartrate resistant"
ENSG00000102580,DNAJC3,DnaJ heat shock protein family (Hsp40) member C3
ENSG00000102595,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2
ENSG00000102606,ARHGEF7,Rho guanine nucleotide exchange factor 7
ENSG00000102683,SGCG,sarcoglycan gamma
ENSG00000102699,PARP4,poly(ADP-ribose) polymerase family member 4
ENSG00000102710,SUPT20H,"SPT20 homolog, SAGA complex component"
ENSG00000102738,MRPS31,mitochondrial ribosomal protein S31
ENSG00000102743,SLC25A15,solute carrier family 25 member 15
ENSG00000102753,KPNA3,karyopherin subunit alpha 3
ENSG00000102755,FLT1,fms related receptor tyrosine kinase 1
ENSG00000102760,RGCC,regulator of cell cycle
ENSG00000102763,VWA8,von Willebrand factor A domain containing 8
ENSG00000102780,DGKH,diacylglycerol kinase eta
ENSG00000102781,KATNAL1,katanin catalytic subunit A1 like 1
ENSG00000102786,INTS6,integrator complex subunit 6
ENSG00000102796,DHRS12,dehydrogenase/reductase 12
ENSG00000102802,MEDAG,mesenteric estrogen dependent adipogenesis
ENSG00000102804,TSC22D1,TSC22 domain family member 1
ENSG00000102805,CLN5,CLN5 lysosomal BMP synthase
ENSG00000102837,OLFM4,olfactomedin 4
ENSG00000102858,MGRN1,mahogunin ring finger 1
ENSG00000102870,ZNF629,zinc finger protein 629
ENSG00000102871,TRADD,TNFRSF1A associated via death domain
ENSG00000102878,HSF4,heat shock transcription factor 4
ENSG00000102879,CORO1A,coronin 1A
ENSG00000102882,MAPK3,mitogen-activated protein kinase 3
ENSG00000102886,GDPD3,glycerophosphodiester phosphodiesterase domain containing 3
ENSG00000102890,ELMO3,engulfment and cell motility 3
ENSG00000102893,PHKB,phosphorylase kinase regulatory subunit beta
ENSG00000102897,LYRM1,LYR motif containing 1
ENSG00000102898,NUTF2,nuclear transport factor 2
ENSG00000102900,NUP93,nucleoporin 93
ENSG00000102901,CENPT,centromere protein T
ENSG00000102904,TSNAXIP1,translin associated factor X interacting protein 1
ENSG00000102908,NFAT5,nuclear factor of activated T cells 5
ENSG00000102910,LONP2,"lon peptidase 2, peroxisomal"
ENSG00000102921,N4BP1,NEDD4 binding protein 1
ENSG00000102931,ARL2BP,ARF like GTPase 2 binding protein
ENSG00000102934,PLLP,plasmolipin
ENSG00000102935,ZNF423,zinc finger protein 423
ENSG00000102962,CCL22,C-C motif chemokine ligand 22
ENSG00000102967,DHODH,dihydroorotate dehydrogenase (quinone)
ENSG00000102974,CTCF,CCCTC-binding factor
ENSG00000102977,ACD,ACD shelterin complex subunit and telomerase recruitment factor
ENSG00000102978,POLR2C,RNA polymerase II subunit C
ENSG00000102981,PARD6A,par-6 family cell polarity regulator alpha
ENSG00000102984,ZNF821,zinc finger protein 821
ENSG00000102996,MMP15,matrix metallopeptidase 15
ENSG00000103005,USB1,U6 snRNA biogenesis phosphodiesterase 1
ENSG00000103018,CYB5B,cytochrome b5 type B
ENSG00000103021,CFAP263,cilia and flagella associated protein 263
ENSG00000103024,NME3,NME/NM23 nucleoside diphosphate kinase 3
ENSG00000103034,NDRG4,NDRG family member 4
ENSG00000103035,PSMD7,"proteasome 26S subunit, non-ATPase 7"
ENSG00000103037,SETD6,"SET domain containing 6, protein lysine methyltransferase"
ENSG00000103042,SLC38A7,solute carrier family 38 member 7
ENSG00000103043,VAC14,VAC14 component of PIKFYVE complex
ENSG00000103044,HAS3,hyaluronan synthase 3
ENSG00000103047,TANGO6,transport and golgi organization 6 homolog
ENSG00000103051,COG4,component of oligomeric golgi complex 4
ENSG00000103056,SMPD3,sphingomyelin phosphodiesterase 3
ENSG00000103061,SLC7A6OS,solute carrier family 7 member 6 opposite strand
ENSG00000103064,SLC7A6,solute carrier family 7 member 6
ENSG00000103066,PLA2G15,phospholipase A2 group XV
ENSG00000103067,ESRP2,epithelial splicing regulatory protein 2
ENSG00000103091,WDR59,WD repeat domain 59
ENSG00000103111,MON1B,MON1 vesicular trafficking associated B
ENSG00000103121,CMC2,C-X9-C motif containing 2
ENSG00000103126,AXIN1,axin 1
ENSG00000103145,HCFC1R1,host cell factor C1 regulator 1
ENSG00000103148,NPRL3,"NPR3 like, GATOR1 complex subunit"
ENSG00000103150,MLYCD,malonyl-CoA decarboxylase
ENSG00000103152,MPG,N-methylpurine DNA glycosylase
ENSG00000103154,NECAB2,N-terminal EF-hand calcium binding protein 2
ENSG00000103160,HSDL1,hydroxysteroid dehydrogenase like 1
ENSG00000103168,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C"
ENSG00000103174,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
ENSG00000103175,WFDC1,WAP four-disulfide core domain 1
ENSG00000103184,SEC14L5,SEC14 like lipid binding 5
ENSG00000103187,COTL1,coactosin like F-actin binding protein 1
ENSG00000103194,USP10,ubiquitin specific peptidase 10
ENSG00000103196,CRISPLD2,cysteine rich secretory protein LCCL domain containing 2
ENSG00000103197,TSC2,TSC complex subunit 2
ENSG00000103199,ZNF500,zinc finger protein 500
ENSG00000103202,NME4,NME/NM23 nucleoside diphosphate kinase 4
ENSG00000103222,ABCC1,ATP binding cassette subfamily C member 1 (ABCC1 blood group)
ENSG00000103226,NOMO3,NODAL modulator 3
ENSG00000103227,LMF1,lipase maturation factor 1
ENSG00000103245,CIAO3,cytosolic iron-sulfur assembly component 3
ENSG00000103248,MTHFSD,methenyltetrahydrofolate synthetase domain containing
ENSG00000103249,CLCN7,Cl-/H+ antiporter 7
ENSG00000103253,HAGHL,hydroxyacylglutathione hydrolase like
ENSG00000103254,ANTKMT,adenine nucleotide translocase lysine methyltransferase
ENSG00000103257,SLC7A5,solute carrier family 7 member 5
ENSG00000103260,METRN,"meteorin, glial cell differentiation regulator"
ENSG00000103264,FBXO31,F-box protein 31
ENSG00000103266,STUB1,STIP1 homology and U-box containing protein 1
ENSG00000103274,NUBP1,"NUBP iron-sulfur cluster assembly factor 1, cytosolic"
ENSG00000103275,UBE2I,ubiquitin conjugating enzyme E2 I
ENSG00000103313,MEFV,"MEFV innate immunity regulator, pyrin"
ENSG00000103319,EEF2K,eukaryotic elongation factor 2 kinase
ENSG00000103326,CAPN15,calpain 15
ENSG00000103335,PIEZO1,piezo type mechanosensitive ion channel component 1 (Er blood group)
ENSG00000103342,GSPT1,G1 to S phase transition 1
ENSG00000103343,ZNF174,zinc finger protein 174
ENSG00000103351,IFT38,intraflagellar transport 38
ENSG00000103353,UBFD1,ubiquitin family domain containing 1
ENSG00000103356,EARS2,"glutamyl-tRNA synthetase 2, mitochondrial"
ENSG00000103363,ELOB,elongin B
ENSG00000103365,GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
ENSG00000103381,CPPED1,calcineurin like phosphoesterase domain containing 1
ENSG00000103404,USP31,ubiquitin specific peptidase 31
ENSG00000103415,HMOX2,heme oxygenase 2
ENSG00000103423,DNAJA3,DnaJ heat shock protein family (Hsp40) member A3
ENSG00000103429,BFAR,bifunctional apoptosis regulator
ENSG00000103449,SALL1,spalt like transcription factor 1
ENSG00000103472,RRN3P2,RRN3 pseudogene 2
ENSG00000103479,RBL2,RB transcriptional corepressor like 2
ENSG00000103485,QPRT,quinolinate phosphoribosyltransferase
ENSG00000103489,XYLT1,xylosyltransferase 1
ENSG00000103490,PYCARD,PYD and CARD domain containing
ENSG00000103494,RPGRIP1L,RPGRIP1 like
ENSG00000103495,MAZ,MYC associated zinc finger protein
ENSG00000103496,STX4,syntaxin 4
ENSG00000103502,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase
ENSG00000103507,BCKDK,branched chain keto acid dehydrogenase kinase
ENSG00000103510,KAT8,lysine acetyltransferase 8
ENSG00000103512,NOMO1,NODAL modulator 1
ENSG00000103522,IL21R,interleukin 21 receptor
ENSG00000103528,SYT17,synaptotagmin 17
ENSG00000103534,TMC5,transmembrane channel like 5
ENSG00000103540,CCP110,centriolar coiled-coil protein 110
ENSG00000103544,VPS35L,VPS35 endosomal protein sorting factor like
ENSG00000103549,RNF40,ring finger protein 40
ENSG00000103550,KNOP1,lysine rich nucleolar protein 1
ENSG00000103569,AQP9,aquaporin 9
ENSG00000103591,AAGAB,alpha and gamma adaptin binding protein
ENSG00000103599,IQCH,IQ motif containing H
ENSG00000103642,LACTB,lactamase beta
ENSG00000103647,CORO2B,coronin 2B
ENSG00000103653,CSK,C-terminal Src kinase
ENSG00000103657,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
ENSG00000103671,TRIP4,thyroid hormone receptor interactor 4
ENSG00000103707,MTFMT,mitochondrial methionyl-tRNA formyltransferase
ENSG00000103710,RASL12,RAS like family 12
ENSG00000103723,AP3B2,adaptor related protein complex 3 subunit beta 2
ENSG00000103740,ACSBG1,acyl-CoA synthetase bubblegum family member 1
ENSG00000103742,IGDCC4,immunoglobulin superfamily DCC subclass member 4
ENSG00000103769,RAB11A,"RAB11A, member RAS oncogene family"
ENSG00000103811,CTSH,cathepsin H
ENSG00000103852,TTC23,tetratricopeptide repeat domain 23
ENSG00000103855,CD276,CD276 molecule
ENSG00000103876,FAH,fumarylacetoacetate hydrolase
ENSG00000103888,CEMIP,cell migration inducing hyaluronidase 1
ENSG00000103932,RPAP1,RNA polymerase II associated protein 1
ENSG00000103942,HOMER2,homer scaffold protein 2
ENSG00000103966,EHD4,EH domain containing 4
ENSG00000103978,TMEM87A,transmembrane protein 87A
ENSG00000103994,ZNF106,zinc finger protein 106
ENSG00000103995,CEP152,centrosomal protein 152
ENSG00000104043,ATP8B4,ATPase phospholipid transporting 8B4 (putative)
ENSG00000104047,DTWD1,DTW motif tRNA-uridine aminocarboxypropyltransferase 1
ENSG00000104064,GABPB1,GA binding protein transcription factor subunit beta 1
ENSG00000104067,TJP1,tight junction protein 1
ENSG00000104081,BMF,Bcl2 modifying factor
ENSG00000104093,DMXL2,Dmx like 2
ENSG00000104129,DNAJC17,DnaJ heat shock protein family (Hsp40) member C17
ENSG00000104131,EIF3J,eukaryotic translation initiation factor 3 subunit J
ENSG00000104133,SPG11,"SPG11 vesicle trafficking associated, spatacsin"
ENSG00000104142,VPS18,VPS18 core subunit of CORVET and HOPS complexes
ENSG00000104154,SLC30A4,solute carrier family 30 member 4
ENSG00000104164,BLOC1S6,biogenesis of lysosomal organelles complex 1 subunit 6
ENSG00000104177,MYEF2,myelin expression factor 2
ENSG00000104205,SGK3,serum/glucocorticoid regulated kinase family member 3
ENSG00000104213,PDGFRL,platelet derived growth factor receptor like
ENSG00000104218,CSPP1,centrosome and spindle pole associated protein 1
ENSG00000104219,ZDHHC2,zDHHC palmitoyltransferase 2
ENSG00000104221,BRF2,BRF2 general transcription factor IIIB subunit
ENSG00000104228,TRIM35,tripartite motif containing 35
ENSG00000104231,ZFAND1,zinc finger AN1-type containing 1
ENSG00000104237,RP1,RP1 axonemal microtubule associated
ENSG00000104267,CA2,carbonic anhydrase 2
ENSG00000104290,FZD3,frizzled class receptor 3
ENSG00000104299,INTS9,integrator complex subunit 9
ENSG00000104312,RIPK2,receptor interacting serine/threonine kinase 2
ENSG00000104313,EYA1,EYA transcriptional coactivator and phosphatase 1
ENSG00000104320,NBN,nibrin
ENSG00000104321,TRPA1,transient receptor potential cation channel subfamily A member 1
ENSG00000104324,CPQ,carboxypeptidase Q
ENSG00000104325,DECR1,"2,4-dienoyl-CoA reductase 1"
ENSG00000104327,CALB1,calbindin 1
ENSG00000104331,BPNT2,"3'(2'), 5'-bisphosphate nucleotidase 2"
ENSG00000104332,SFRP1,secreted frizzled related protein 1
ENSG00000104341,LAPTM4B,lysosomal protein transmembrane 4 beta
ENSG00000104343,UBE2W,ubiquitin conjugating enzyme E2 W
ENSG00000104356,POP1,POP1 ribonuclease P/MRP subunit
ENSG00000104361,NIPAL2,NIPA like domain containing 2
ENSG00000104365,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta
ENSG00000104368,PLAT,"plasminogen activator, tissue type"
ENSG00000104369,JPH1,junctophilin 1
ENSG00000104375,STK3,serine/threonine kinase 3
ENSG00000104381,GDAP1,ganglioside induced differentiation associated protein 1
ENSG00000104388,RAB2A,"RAB2A, member RAS oncogene family"
ENSG00000104408,EIF3E,eukaryotic translation initiation factor 3 subunit E
ENSG00000104412,EMC2,ER membrane protein complex subunit 2
ENSG00000104415,CCN4,cellular communication network factor 4
ENSG00000104419,NDRG1,N-myc downstream regulated 1
ENSG00000104427,ZC2HC1A,zinc finger C2HC-type containing 1A
ENSG00000104432,IL7,interleukin 7
ENSG00000104435,STMN2,stathmin 2
ENSG00000104442,ARMC1,armadillo repeat containing 1
ENSG00000104447,TRPS1,transcriptional repressor GATA binding 1
ENSG00000104450,SPAG1,sperm associated antigen 1
ENSG00000104472,CHRAC1,chromatin accessibility complex subunit 1
ENSG00000104490,NCALD,neurocalcin delta
ENSG00000104497,SNX16,sorting nexin 16
ENSG00000104517,UBR5,ubiquitin protein ligase E3 component n-recognin 5
ENSG00000104518,GSDMD,gasdermin D
ENSG00000104522,GFUS,GDP-L-fucose synthase
ENSG00000104524,PYCR3,pyrroline-5-carboxylate reductase 3
ENSG00000104529,EEF1D,eukaryotic translation elongation factor 1 delta
ENSG00000104549,SQLE,squalene epoxidase
ENSG00000104611,SH2D4A,SH2 domain containing 4A
ENSG00000104613,INTS10,integrator complex subunit 10
ENSG00000104626,ERI1,exoribonuclease 1
ENSG00000104635,SLC39A14,solute carrier family 39 member 14
ENSG00000104643,MTMR9,myotubularin related protein 9
ENSG00000104660,LEPROTL1,leptin receptor overlapping transcript like 1
ENSG00000104671,DCTN6,dynactin subunit 6
ENSG00000104679,R3HCC1,R3H domain and coiled-coil containing 1
ENSG00000104687,GSR,glutathione-disulfide reductase
ENSG00000104689,TNFRSF10A,TNF receptor superfamily member 10a
ENSG00000104691,UBXN8,UBX domain protein 8
ENSG00000104695,PPP2CB,protein phosphatase 2 catalytic subunit beta
ENSG00000104714,ERICH1,glutamate rich 1
ENSG00000104722,NEFM,neurofilament medium chain
ENSG00000104723,TUSC3,tumor suppressor candidate 3
ENSG00000104728,ARHGEF10,Rho guanine nucleotide exchange factor 10
ENSG00000104731,KLHDC4,kelch domain containing 4
ENSG00000104738,MCM4,minichromosome maintenance complex component 4
ENSG00000104756,KCTD9,potassium channel tetramerization domain containing 9
ENSG00000104760,FGL1,fibrinogen like 1
ENSG00000104763,ASAH1,N-acylsphingosine amidohydrolase 1
ENSG00000104765,BNIP3L,BCL2 interacting protein 3 like
ENSG00000104774,MAN2B1,mannosidase alpha class 2B member 1
ENSG00000104783,KCNN4,potassium calcium-activated channel subfamily N member 4
ENSG00000104804,TULP2,TUB like protein 2
ENSG00000104805,NUCB1,nucleobindin 1
ENSG00000104808,DHDH,dihydrodiol dehydrogenase
ENSG00000104812,GYS1,glycogen synthase 1
ENSG00000104814,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1
ENSG00000104823,ECH1,enoyl-CoA hydratase 1
ENSG00000104824,HNRNPL,heterogeneous nuclear ribonucleoprotein L
ENSG00000104825,NFKBIB,NFKB inhibitor beta
ENSG00000104835,SARS2,"seryl-tRNA synthetase 2, mitochondrial"
ENSG00000104852,SNRNP70,small nuclear ribonucleoprotein U1 subunit 70
ENSG00000104853,CLPTM1,CLPTM1 regulator of GABA type A receptor forward trafficking
ENSG00000104856,RELB,"RELB proto-oncogene, NF-kB subunit"
ENSG00000104859,CLASRP,CLK4 associating serine/arginine rich protein
ENSG00000104863,LIN7B,lin-7 cell polarity scaffold B
ENSG00000104866,PPP1R37,protein phosphatase 1 regulatory subunit 37
ENSG00000104870,FCGRT,Fc gamma receptor and transporter
ENSG00000104872,PIH1D1,PIH1 domain containing 1
ENSG00000104880,ARHGEF18,Rho/Rac guanine nucleotide exchange factor 18
ENSG00000104881,PPP1R13L,protein phosphatase 1 regulatory subunit 13 like
ENSG00000104883,PEX11G,peroxisomal biogenesis factor 11 gamma
ENSG00000104884,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit"
ENSG00000104885,DOT1L,DOT1 like histone lysine methyltransferase
ENSG00000104886,PLEKHJ1,pleckstrin homology domain containing J1
ENSG00000104888,SLC17A7,solute carrier family 17 member 7
ENSG00000104889,RNASEH2A,ribonuclease H2 subunit A
ENSG00000104894,CD37,CD37 molecule
ENSG00000104897,SF3A2,splicing factor 3a subunit 2
ENSG00000104899,AMH,anti-Mullerian hormone
ENSG00000104901,DKKL1,dickkopf like acrosomal protein 1
ENSG00000104903,LYL1,LYL1 basic helix-loop-helix family member
ENSG00000104904,OAZ1,ornithine decarboxylase antizyme 1
ENSG00000104907,TRMT1,tRNA methyltransferase 1
ENSG00000104915,STX10,syntaxin 10
ENSG00000104918,RETN,resistin
ENSG00000104921,FCER2,Fc epsilon receptor II
ENSG00000104936,DMPK,DM1 protein kinase
ENSG00000104946,TBC1D17,TBC1 domain family member 17
ENSG00000104951,IL4I1,interleukin 4 induced 1
ENSG00000104957,YJU2B,YJU2 splicing factor homolog B
ENSG00000104960,PTOV1,PTOV1 extended AT-hook containing adaptor protein
ENSG00000104964,TLE5,"TLE family member 5, transcriptional modulator"
ENSG00000104967,NOVA2,NOVA alternative splicing regulator 2
ENSG00000104969,SGTA,small glutamine rich tetratricopeptide repeat co-chaperone alpha
ENSG00000104972,LILRB1,leukocyte immunoglobulin like receptor B1
ENSG00000104973,MED25,mediator complex subunit 25
ENSG00000104974,LILRA1,leukocyte immunoglobulin like receptor A1
ENSG00000104976,SNAPC2,small nuclear RNA activating complex polypeptide 2
ENSG00000104979,C19orf53,chromosome 19 open reading frame 53
ENSG00000104980,TIMM44,translocase of inner mitochondrial membrane 44
ENSG00000104983,CCDC61,coiled-coil domain containing 61
ENSG00000104998,IL27RA,interleukin 27 receptor subunit alpha
ENSG00000105011,ASF1B,anti-silencing function 1B histone chaperone
ENSG00000105053,VRK3,VRK serine/threonine kinase 3
ENSG00000105058,FAM32A,family with sequence similarity 32 member A
ENSG00000105063,PPP6R1,protein phosphatase 6 regulatory subunit 1
ENSG00000105072,C19orf44,chromosome 19 open reading frame 44
ENSG00000105085,MED26,mediator complex subunit 26
ENSG00000105088,OLFM2,olfactomedin 2
ENSG00000105122,RASAL3,RAS protein activator like 3
ENSG00000105127,AKAP8,A-kinase anchoring protein 8
ENSG00000105135,HACL2,2-hydroxyacyl-CoA lyase 2
ENSG00000105136,ZNF419,zinc finger protein 419
ENSG00000105137,SYDE1,synapse defective Rho GTPase activating protein 1
ENSG00000105146,AURKC,aurora kinase C
ENSG00000105171,POP4,POP4 ribonuclease P/MRP subunit
ENSG00000105173,CCNE1,cyclin E1
ENSG00000105176,URI1,URI1 prefoldin like chaperone
ENSG00000105185,PDCD5,programmed cell death 5
ENSG00000105186,ANKRD27,ankyrin repeat domain 27
ENSG00000105193,RPS16,ribosomal protein S16
ENSG00000105197,TIMM50,translocase of inner mitochondrial membrane 50
ENSG00000105202,FBL,fibrillarin rRNA 2'-O-methyltransferase
ENSG00000105204,DYRK1B,dual specificity tyrosine phosphorylation regulated kinase 1B
ENSG00000105205,CLC,Charcot-Leyden crystal galectin
ENSG00000105219,CCNP,cyclin P
ENSG00000105220,GPI,glucose-6-phosphate isomerase
ENSG00000105221,AKT2,AKT serine/threonine kinase 2
ENSG00000105223,PLD3,phospholipase D family member 3
ENSG00000105227,PRX,periaxin
ENSG00000105229,PIAS4,protein inhibitor of activated STAT 4
ENSG00000105245,NUMBL,NUMB like endocytic adaptor protein
ENSG00000105246,EBI3,Epstein-Barr virus induced 3
ENSG00000105248,YJU2,YJU2 splicing factor homolog
ENSG00000105254,TBCB,tubulin folding cofactor B
ENSG00000105258,POLR2I,RNA polymerase II subunit I
ENSG00000105270,CLIP3,CAP-Gly domain containing linker protein 3
ENSG00000105281,SLC1A5,solute carrier family 1 member 5
ENSG00000105287,PRKD2,protein kinase D2
ENSG00000105290,APLP1,amyloid beta precursor like protein 1
ENSG00000105298,CACTIN,"cactin, spliceosome C complex subunit"
ENSG00000105321,CCDC9,coiled-coil domain containing 9
ENSG00000105323,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1
ENSG00000105325,FZR1,fizzy and cell division cycle 20 related 1
ENSG00000105327,BBC3,BCL2 binding component 3
ENSG00000105329,TGFB1,transforming growth factor beta 1
ENSG00000105339,DENND3,DENN domain containing 3
ENSG00000105341,DMAC2,distal membrane arm assembly component 2
ENSG00000105352,CEACAM4,CEA cell adhesion molecule 4
ENSG00000105355,PLIN3,perilipin 3
ENSG00000105357,MYH14,myosin heavy chain 14
ENSG00000105364,MRPL4,mitochondrial ribosomal protein L4
ENSG00000105369,CD79A,CD79a molecule
ENSG00000105372,RPS19,ribosomal protein S19
ENSG00000105373,NOP53,NOP53 ribosome biogenesis factor
ENSG00000105374,NKG7,natural killer cell granule protein 7
ENSG00000105376,ICAM5,intercellular adhesion molecule 5
ENSG00000105379,ETFB,electron transfer flavoprotein subunit beta
ENSG00000105383,CD33,CD33 molecule
ENSG00000105393,BABAM1,BRISC and BRCA1 A complex member 1
ENSG00000105397,TYK2,tyrosine kinase 2
ENSG00000105401,CDC37,"cell division cycle 37, HSP90 cochaperone"
ENSG00000105402,NAPA,NSF attachment protein alpha
ENSG00000105404,RABAC1,Rab acceptor 1
ENSG00000105419,MEIS3,Meis homeobox 3
ENSG00000105426,PTPRS,protein tyrosine phosphatase receptor type S
ENSG00000105427,CNFN,cornifelin
ENSG00000105429,MEGF8,multiple EGF like domains 8
ENSG00000105438,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1
ENSG00000105443,CYTH2,cytohesin 2
ENSG00000105447,GRWD1,glutamate rich WD repeat containing 1
ENSG00000105464,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D
ENSG00000105472,CLEC11A,C-type lectin domain containing 11A
ENSG00000105479,ODAD1,outer dynein arm docking complex subunit 1
ENSG00000105483,CARD8,caspase recruitment domain family member 8
ENSG00000105486,LIG1,DNA ligase 1
ENSG00000105497,ZNF175,zinc finger protein 175
ENSG00000105499,PLA2G4C,phospholipase A2 group IVC
ENSG00000105509,HAS1,hyaluronan synthase 1
ENSG00000105514,RAB3D,"RAB3D, member RAS oncogene family"
ENSG00000105516,DBP,D-box binding PAR bZIP transcription factor
ENSG00000105518,TMEM205,transmembrane protein 205
ENSG00000105519,CAPS,calcyphosine
ENSG00000105520,PLPPR2,phospholipid phosphatase related 2
ENSG00000105538,RASIP1,Ras interacting protein 1
ENSG00000105552,BCAT2,branched chain amino acid transaminase 2
ENSG00000105556,MIER2,MIER family member 2
ENSG00000105559,PLEKHA4,pleckstrin homology domain containing A4
ENSG00000105568,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha
ENSG00000105576,TNPO2,transportin 2
ENSG00000105607,GCDH,glutaryl-CoA dehydrogenase
ENSG00000105609,LILRB5,leukocyte immunoglobulin like receptor B5
ENSG00000105610,KLF1,KLF transcription factor 1
ENSG00000105612,DNASE2,"deoxyribonuclease 2, lysosomal"
ENSG00000105613,MAST1,microtubule associated serine/threonine kinase 1
ENSG00000105617,LENG1,leukocyte receptor cluster member 1
ENSG00000105618,PRPF31,pre-mRNA processing factor 31
ENSG00000105619,TFPT,TCF3 fusion partner
ENSG00000105639,JAK3,Janus kinase 3
ENSG00000105640,RPL18A,ribosomal protein L18a
ENSG00000105643,ARRDC2,arrestin domain containing 2
ENSG00000105649,RAB3A,"RAB3A, member RAS oncogene family"
ENSG00000105650,PDE4C,phosphodiesterase 4C
ENSG00000105655,ISYNA1,inositol-3-phosphate synthase 1
ENSG00000105656,ELL,elongation factor for RNA polymerase II
ENSG00000105662,CRTC1,CREB regulated transcription coactivator 1
ENSG00000105664,COMP,cartilage oligomeric matrix protein
ENSG00000105669,COPE,coat protein complex I subunit epsilon
ENSG00000105671,DDX49,DEAD-box helicase 49
